state,count,event type,study population,year
West Virginia,4685,Mortality,1801481,2001
West Virginia,10706,Incidence,1805414,2002
West Virginia,4652,Mortality,1805414,2002
West Virginia,10486,Incidence,1812295,2003
West Virginia,4610,Mortality,1812295,2003
West Virginia,10708,Incidence,1816438,2004
West Virginia,4694,Mortality,1816438,2004
West Virginia,11026,Incidence,1820492,2005
West Virginia,4617,Mortality,1820492,2005
West Virginia,11194,Incidence,1827912,2006
West Virginia,4613,Mortality,1827912,2006
West Virginia,11502,Incidence,1834052,2007
West Virginia,4690,Mortality,1834052,2007
West Virginia,56436,Incidence,9231064,2009
West Virginia,23379,Mortality,9204417,2009
West Virginia,11232,Incidence,1840310,2008
West Virginia,4605,Mortality,1840310,2008
West Virginia,11255,Incidence,1847775,2009
West Virginia,4786,Mortality,1847775,2009
West Virginia,11086,Incidence,1854019,2010
West Virginia,4685,Mortality,1854368,2010
West Virginia,11361,Incidence,1854908,2011
West Virginia,4685,Mortality,1854368,2011
Wisconsin,26918,Incidence,5332666,1999
Wisconsin,10755,Mortality,5332666,1999
Wisconsin,26721,Incidence,5373999,2000
Wisconsin,10638,Mortality,5373999,2000
Wisconsin,28085,Incidence,5406835,2001
Wisconsin,10777,Mortality,5406835,2001
Wisconsin,27286,Incidence,5445162,2002
Wisconsin,10828,Mortality,5445162,2002
Wisconsin,27430,Incidence,5479203,2003
Wisconsin,10648,Mortality,5479203,2003
Wisconsin,27853,Incidence,5514026,2004
Wisconsin,10861,Mortality,5514026,2004
Wisconsin,27763,Incidence,5546166,2005
Wisconsin,10943,Mortality,5546166,2005
Wisconsin,28498,Incidence,5577655,2006
Wisconsin,10925,Mortality,5577655,2006
Wisconsin,29303,Incidence,5610775,2007
Wisconsin,10963,Mortality,5610775,2007
Wisconsin,148854,Incidence,28320469,2009
Wisconsin,55218,Mortality,28190349,2009
Wisconsin,29723,Incidence,5640996,2008
Wisconsin,11185,Mortality,5640996,2008
Wisconsin,29763,Incidence,5669264,2009
Wisconsin,10866,Mortality,5669264,2009
Wisconsin,29946,Incidence,5689591,2010
Wisconsin,11279,Mortality,5691659,2010
Wisconsin,30119,Incidence,5709843,2011
Wisconsin,11279,Mortality,5691659,2011
Wyoming,2203,Incidence,491780,1999
Wyoming,899,Mortality,491780,1999
Wyoming,2230,Incidence,494300,2000
Wyoming,868,Mortality,494300,2000
Wyoming,2227,Incidence,494657,2001
Wyoming,923,Mortality,494657,2001
Wyoming,2222,Incidence,500017,2002
Wyoming,859,Mortality,500017,2002
Wyoming,2364,Incidence,503453,2003
Wyoming,943,Mortality,503453,2003
Wyoming,2360,Incidence,509106,2004
Wyoming,875,Mortality,509106,2004
Wyoming,2278,Incidence,514157,2005
Wyoming,886,Mortality,514157,2005
Wyoming,2469,Incidence,522667,2006
Wyoming,927,Mortality,522667,2006
Wyoming,2450,Incidence,534876,2007
Wyoming,940,Mortality,534876,2007
Wyoming,12814,Incidence,2772493,2009
Wyoming,4693,Mortality,2727991,2009
Wyoming,2524,Incidence,546043,2008
Wyoming,874,Mortality,546043,2008
Wyoming,2518,Incidence,559851,2009
Wyoming,936,Mortality,559851,2009
Wyoming,2646,Incidence,564367,2010
Wyoming,1016,Mortality,564554,2010
Wyoming,2676,Incidence,567356,2011
Wyoming,1016,Mortality,564554,2011
